skip_reason	title	categories	website	phone	full_address	adresse	postal_code	city	lat	lng	maps_url	hexid
unparseable_name	Cabinet Médical De Naturopathie	Médecin		0786673636	15 Bis Rue Amélie, 75007 Paris	15 Bis Rue Amélie	75007	Paris	48.858663299999996	2.3076919	https://www.google.com/maps/preview/place/Cabinet+M%C3%A9dical+De+Naturopathie,+15+Bis+Rue+Am%C3%A9lie,+75007+Paris/@48.8586633,2.3076919,2625a,13.1y/data=!4m2!3m1!1s0x47e66fec9c9bffff:0xbf6a7d807c3b2443	0x0:0xbf6a7d807c3b2443
unparseable_name	Vital Wellness Naturopathie	Naturopathe		0766735151	128 Rue La Boétie, 75008 Paris	128 Rue La Boétie	75008	Paris	48.871047499999996	2.3057669	https://www.google.com/maps/preview/place/Vital+Wellness+Naturopathie,+128+Rue+La+Bo%C3%A9tie,+75008+Paris/@48.8710475,2.3057669,2624a,13.1y/data=!4m2!3m1!1s0x47e66f36305c7035:0x4a5e2ab34e25cb3	0x0:0x4a5e2ab34e25cb3
unparseable_name	Ma Naturopathie	Naturopathe		0645789525	22 Av. Montaigne, 75008 Paris	22 Av. Montaigne	75008	Paris	48.8660231	2.3055407999999997	https://www.google.com/maps/preview/place/Ma+Naturopathie,+22+Av.+Montaigne,+75008+Paris/@48.8660231,2.3055408,2625a,13.1y/data=!4m2!3m1!1s0x47e66ff40f49b8c9:0x3b9772d25e301146	0x0:0x3b9772d25e301146
unparseable_name	Natureve - Coaching bien-être & Naturopathie	Praticien en médecine holistique, Coach de vie, Naturopathe	http://natureve.paris/	0765532155	40 bis Rue du Faubourg Poissonnière Espace Terapya, 75010 Paris	40 bis Rue du Faubourg Poissonnière Espace Terapya	75010	Paris	48.8736034	2.3481422999999997	https://www.google.com/maps/preview/place/Natureve+-+Coaching+bien-%C3%AAtre+%26+Naturopathie,+40+bis+Rue+du+Faubourg+Poissonni%C3%A8re+Espace+Terapya,+75010+Paris/@48.8736034,2.3481423,2624a,13.1y/data=!4m2!3m1!1s0x684bfbc93d2c2fc9:0x17dd44b64f059dde	0x0:0x17dd44b64f059dde
unparseable_name	Cabinet de Naturopathie Ayurveda	Naturopathe, Massothérapeute	http://www.srisriayurveda.fr/	0620321322	17 Rue des Boulets, 75011 Paris	17 Rue des Boulets	75011	Paris	48.8502484	2.3906169	https://www.google.com/maps/preview/place/Cabinet+de+Naturopathie+Ayurveda,+17+Rue+des+Boulets,+75011+Paris/@48.8502484,2.3906169,2625a,13.1y/data=!4m2!3m1!1s0x47e673a14e10816b:0x33de77c35869f9f1	0x0:0x33de77c35869f9f1
unparseable_name	Le temple des divines	Naturopathe		0756829646	19 Rue Richard Lenoir, 75011 Paris	19 Rue Richard Lenoir	75011	Paris	48.855285599999995	2.3818205	https://www.google.com/maps/preview/place/Le+temple+des+divines,+19+Rue+Richard+Lenoir,+75011+Paris/@48.8552856,2.3818205,2625a,13.1y/data=!4m2!3m1!1s0x47e673485af4d7f5:0xa2f553127e8f6e20	0x0:0xa2f553127e8f6e20
unparseable_name	Hygéia naturo - Natacha B. Naturopathe	Naturopathe	https://www.hygeia-naturo.fr/	0633630294	Av. Dorian, 75012 Paris	Av. Dorian	75012	Paris	48.847898099999995	2.3950358	https://www.google.com/maps/preview/place/Hyg%C3%A9ia+naturo+-+Natacha+B.+Naturopathe,+Av.+Dorian,+75012+Paris/@48.8478981,2.3950358,2626a,13.1y/data=!4m2!3m1!1s0x47e673c999826d3b:0xf1505efc0510ecd9	0x0:0xf1505efc0510ecd9
unparseable_name	Naturopathe Paris 12 | Sophie-Caroline Chancel | Consultation, Réflexologie - Chi Nei Tsang - Massage bien-être holistique	Praticien en médecine holistique	https://www.chancel-naturopathe.fr/	0631103122	Plantes & Ter'Happy, 32 Rue Traversière, 75012 Paris	Plantes & Ter'Happy, 32 Rue Traversière	75012	Paris	48.8483667	2.3742658999999997	https://www.google.com/maps/preview/place/Naturopathe+Paris+12+%7C+Sophie-Caroline+Chancel+%7C+Consultation,+R%C3%A9flexologie+-+Chi+Nei+Tsang+-+Massage+bien-%C3%AAtre+holistique,+Plantes+%26+Ter'Happy,+32+Rue+Traversi%C3%A8re,+75012+Paris/@48.8483667,2.3742659,2626a,13.1y/data=!4m2!3m1!1s0x47e673c13c5553ed:0x6ccc5525b92b3c23	0x0:0x6ccc5525b92b3c23
unparseable_name	Studio Ann Caroline naturopathe et art thérapeute	Naturopathe	https://linktr.ee/studio.anncaroline	0660914808	98 Av. de Choisy, 75013 Paris	98 Av. de Choisy	75013	Paris	48.8251059	2.3611019	https://www.google.com/maps/preview/place/Studio+Ann+Caroline+naturopathe+et+art+th%C3%A9rapeute,+98+Av.+de+Choisy,+75013+Paris/@48.8251059,2.3611019,2627a,13.1y/data=!4m2!3m1!1s0x8b39af16f02456a9:0x42d27b6043838a5a	0x0:0x42d27b6043838a5a
not_naturopath	Médoucine	Praticien de médecine alternative	https://www.medoucine.com/	0182887589	14 Rue des Reculettes, 75013 Paris	14 Rue des Reculettes	75013	Paris	48.832213499999995	2.351541	https://www.google.com/maps/preview/place/M%C3%A9doucine,+14+Rue+des+Reculettes,+75013+Paris/@48.8322135,2.351541,2626a,13.1y/data=!4m2!3m1!1s0x47e672223696edeb:0xb3548c9c305f45b2	0x0:0xb3548c9c305f45b2
unparseable_name	Naturopathe Paris 14	Naturopathe	https://portaldelphine.wixsite.com/website/accueil	0673448735	40 Rue Daguerre, 75014 Paris	40 Rue Daguerre	75014	Paris	48.8346192	2.3282331	https://www.google.com/maps/preview/place/Naturopathe+Paris+14,+40+Rue+Daguerre,+75014+Paris/@48.8346192,2.3282331,2626a,13.1y/data=!4m2!3m1!1s0xa6b34dfde14d2c6b:0xff082519fefd3241	0x0:0xff082519fefd3241
unparseable_name	Fermé	Naturopathe			4 Pl. de la Garenne, 75014 Paris	4 Pl. de la Garenne	75014	Paris	48.833895	2.3202583999999997	https://www.google.com/maps/preview/place/Ferm%C3%A9,+4+Pl.+de+la+Garenne,+75014+Paris/@48.833895,2.3202584,2626a,13.1y/data=!4m2!3m1!1s0x47e671ac44e59487:0x38aee4f1d6f4f39c	0x0:0x38aee4f1d6f4f39c
not_paris	Adeline Labarre Naturopathe Massages Montrouge	Naturopathe	https://www.adelinenaturopathe.com/	0612224475	22 bis Rue Auber, 92120 Montrouge				48.8121035	2.3127446	https://www.google.com/maps/preview/place/Adeline+Labarre+Naturopathe+Massages+Montrouge,+22+bis+Rue+Auber,+92120+Montrouge/@48.8121035,2.3127446,2627a,13.1y/data=!4m2!3m1!1s0x47e67149ebf0021d:0xfa71cb1990b937b4	0x0:0xfa71cb1990b937b4
not_naturopath	Caroline Holef	Conseiller santé	http://www.carolineholefnutritherapie.fr/	0642441450	138 Rue de la Croix Nivert, 75015 Paris	138 Rue de la Croix Nivert	75015	Paris	48.841431299999996	2.2915655999999998	https://www.google.com/maps/preview/place/Caroline+Holef,+138+Rue+de+la+Croix+Nivert,+75015+Paris/@48.8414313,2.2915656,2626a,13.1y/data=!4m2!3m1!1s0x47e67013f0a448bb:0x40754f3b2b928022	0x0:0x40754f3b2b928022
unparseable_name	Fertilité Boost	Naturopathe		0784108853	34 Rue de l'Abbé Groult 1er étage, 75015 Paris	34 Rue de l'Abbé Groult 1er étage	75015	Paris	48.841456799999996	2.2945946	https://www.google.com/maps/preview/place/Fertilit%C3%A9+Boost,+34+Rue+de+l'Abb%C3%A9+Groult+1er+%C3%A9tage,+75015+Paris/@48.8414568,2.2945946,2626a,13.1y/data=!4m2!3m1!1s0x47e670143b255555:0xa983fed7962178d8	0x0:0xa983fed7962178d8
unparseable_name	Naturopathe	Naturopathe			6 Rue du Dr Finlay, 75015 Paris	6 Rue du Dr Finlay	75015	Paris	48.8524035	2.2873052	https://www.google.com/maps/preview/place/Naturopathe,+6+Rue+du+Dr+Finlay,+75015+Paris/@48.8524035,2.2873052,2625a,13.1y/data=!4m2!3m1!1s0x47e67003577457bf:0xfc4182d252e2a7fe	0x0:0xfc4182d252e2a7fe
unparseable_name	Naturogi	Naturopathe	http://naturogi.com/	0672386314	21 Rue Eugène Carrière, 75018 Paris	21 Rue Eugène Carrière	75018	Paris	48.8903246	2.3329842999999997	https://www.google.com/maps/preview/place/Naturogi,+21+Rue+Eug%C3%A8ne+Carri%C3%A8re,+75018+Paris/@48.8903246,2.3329843,2623a,13.1y/data=!4m2!3m1!1s0x47e66f5b3ce0c33f:0x92fc9667c0dddc97	0x0:0x92fc9667c0dddc97
unparseable_name	Sylvie by Yenaja l KOBIDO, DRAINAGE, SHIATSU, CHI NEI TSANG l Paris 18	Massothérapeute, Naturopathe	http://www.yenaja.com/	0682602794	58 Bd de Clichy, 75018 Paris	58 Bd de Clichy	75018	Paris	48.8833597	2.3348941	https://www.google.com/maps/preview/place/Sylvie+by+Yenaja+l+KOBIDO,+DRAINAGE,+SHIATSU,+CHI+NEI+TSANG+l+Paris+18,+58+Bd+de+Clichy,+75018+Paris/@48.8833597,2.3348941,2624a,13.1y/data=!4m2!3m1!1s0x4a86196883148b4b:0xd8517cb36978e30	0x0:0xd8517cb36978e30
unparseable_name	NaturoYoga - Naturopathie, Yoga, Endométriose, Hygiène de vie globale	Naturopathe, Service d'hypnothérapie, Professeur de yoga	http://www.naturoyoga.fr/	0662000437	7 Quai de l'Oise, 75019 Paris	7 Quai de l'Oise	75019	Paris	48.8898794	2.3817388999999998	https://www.google.com/maps/preview/place/NaturoYoga+-+Naturopathie,+Yoga,+Endom%C3%A9triose,+Hygi%C3%A8ne+de+vie+globale,+7+Quai+de+l'Oise,+75019+Paris/@48.8898794,2.3817389,2623a,13.1y/data=!4m2!3m1!1s0x47e66d61f8ff3d49:0xd0e795333e415ab2	0x0:0xd0e795333e415ab2
not_naturopath	Julia Simon	Praticien en médecine holistique, Coaching professionnel, Conseiller santé	http://www.cabinetjuliasimon.fr/		Cabinet de Santé - RDC, 22 All. Georges Récipon, 75019 Paris	Cabinet de Santé - RDC, 22 All. Georges Récipon	75019	Paris	48.8801025	2.3725875	https://www.google.com/maps/preview/place/Julia+Simon,+Cabinet+de+Sant%C3%A9+-+RDC,+22+All.+Georges+R%C3%A9cipon,+75019+Paris/@48.8801025,2.3725875,2624a,13.1y/data=!4m2!3m1!1s0x47e66ddec425d2dd:0x9f517d3f4ea400d9	0x0:0x9f517d3f4ea400d9
